,_id,nome_percorso,url,distanza,tipo,fondo,pendenza_max,dislivello,rif_regione
4975,4748,Massa Marittima: la via di Montebamboli,https://www.piste-ciclabili.com/itinerari/4748-massa-marittima-la-via-di-montebamboli,17 km,ciclostrada,asfalto,22 %,308 m,15
4976,4747,Massa Marittima: salita verso il paese,https://www.piste-ciclabili.com/itinerari/4747-massa-marittima-salita-verso-il-paese,4 km,strada,asfalto,20 %,224 m,15
4977,4850,Massa: Ciclabile dalla stazione FS al mare,https://www.piste-ciclabili.com/itinerari/4850-massa-ciclabile-dalla-stazione-fs-al-mare,6 km,ciclopedonale,asfalto,3 %,50 m,15
4978,4849,Massa: Via Benedetto Croce,https://www.piste-ciclabili.com/itinerari/4849-massa-via-benedetto-croce,1 km,ciclabile,asfalto,2 %,13 m,15
4979,4363,Massarosa - Pieve a Elici - Stiava - Viareggio,https://www.piste-ciclabili.com/itinerari/4363-massarosa-pieve-a-elici-stiava-viareggio,15 km,strada,misto,26 %,203 m,15
4980,5990,Massarosa - Stazione di Bozzano,https://www.piste-ciclabili.com/itinerari/5990-massarosa-stazione-di-bozzano,2 km,strada,misto,5 %,6 m,15
4981,5816,Metati Rossi Alti,https://www.piste-ciclabili.com/itinerari/5816-metati-rossi-alti,3 km,ciclostrada,misto,20 %,171 m,15
4982,5820,Metati Rossi Alti (variante),https://www.piste-ciclabili.com/itinerari/5820-metati-rossi-alti-variante,1 km,ciclostrada,asfalto,28 %,89 m,15
4983,628,Mignana - Anchiano,https://www.piste-ciclabili.com/itinerari/628-mignana-anchiano,5 km,sentiero,misto,21 %,200 m,15
4984,2937,Miniere dell'Argentario,https://www.piste-ciclabili.com/itinerari/2937-miniere-dellargentario,35 km,ciclostrada,misto,0 %,0 m,15
4985,5035,Molazzana - Torre di Calomini,https://www.piste-ciclabili.com/itinerari/5035-molazzana-torre-di-calomini,4 km,strada,asfalto,28 %,148 m,15
4986,4609,Mommio Castello: salita,https://www.piste-ciclabili.com/itinerari/4609-mommio-castello-salita,4 km,ciclostrada,asfalto,25 %,188 m,15
4987,4843,Monsummano Alta: strada comunale,https://www.piste-ciclabili.com/itinerari/4843-monsummano-alta-strada-comunale,3 km,strada,asfalto,26 %,257 m,15
4988,5886,Monsummano Grotta Giusti - Pozzarello - Montevettolini - Cantagrillo - Pistoia,https://www.piste-ciclabili.com/itinerari/5886-monsummano-grotta-giusti-pozzarello-montevettolini-cantagrillo-pistoia,19 km,strada,asfalto,25 %,251 m,15
4989,5728,Monte a Pescia - Pescia (discesa su mulattiera lastricata),https://www.piste-ciclabili.com/itinerari/5728-monte-a-pescia-pescia-discesa-su-mulattiera-lastricata,2 km,sentiero,misto,26 %,240 m,15
4990,4437,Monte Faeta - Spuntone di Sant'Allago,https://www.piste-ciclabili.com/itinerari/4437-monte-faeta-spuntone-di-santallago,5 km,sentiero,terra,0 %,0 m,15
4991,2370,Monte Serra e pianura di Pisa,https://www.piste-ciclabili.com/itinerari/2370-monte-serra-e-pianura-di-pisa,74 km,strada,asfalto,26 %,640 m,15
4992,3079,Montebello - Casoni,https://www.piste-ciclabili.com/itinerari/3079-montebello-casoni,15 km,sentiero,misto,0 %,0 m,15
4993,5288,Montecarlo - San Martino in Colle,https://www.piste-ciclabili.com/itinerari/5288-montecarlo-san-martino-in-colle,3 km,strada,asfalto,10 %,20 m,15
4994,4773,Montecarlo: anello di Poggio Baldino,https://www.piste-ciclabili.com/itinerari/4773-montecarlo-anello-di-poggio-baldino,5 km,ciclostrada,asfalto,1 %,116 m,15
4995,5744,Montecarlo: anello panoramico,https://www.piste-ciclabili.com/itinerari/5744-montecarlo-anello-panoramico,1 km,ciclostrada,misto,25 %,21 m,15
4996,5980,Montecatini - Galleno,https://www.piste-ciclabili.com/itinerari/5980-montecatini-galleno,17 km,strada,asfalto,10 %,23 m,15
4997,5608,Montecatini - Vico - Nievole - Ponte di Serravalle - Pieve a Nievole,https://www.piste-ciclabili.com/itinerari/5608-montecatini-vico-nievole-ponte-di-serravalle-pieve-a-nievole,15 km,strada,asfalto,20 %,187 m,15
4998,4830,Montecatini Alto: giro attorno al paese,https://www.piste-ciclabili.com/itinerari/4830-montecatini-alto-giro-attorno-al-paese,1 km,strada,asfalto,16 %,26 m,15
4999,4832,Montecatini alto: giro e salita alla Rocca,https://www.piste-ciclabili.com/itinerari/4832-montecatini-alto-giro-e-salita-alla-rocca,1 km,ciclopedonale,misto,16 %,27 m,15
5000,4842,Montecatini Alto: giro in ZTL,https://www.piste-ciclabili.com/itinerari/4842-montecatini-alto-giro-in-ztl,1 km,ciclopedonale,asfalto,10 %,15 m,15
5001,4406,Montefegatesi - Ponte a Gaio,https://www.piste-ciclabili.com/itinerari/4406-montefegatesi-ponte-a-gaio,5 km,sentiero,misto,27 %,197 m,15
5002,3948,Montelungo - Cucchero - Pontremoli - Montelungo,https://www.piste-ciclabili.com/itinerari/3948-montelungo-cucchero-pontremoli-montelungo,16 km,sentiero,misto,28 %,640 m,15
5003,5955,Montelupo - Paterno (anello),https://www.piste-ciclabili.com/itinerari/5955-montelupo-paterno-anello,28 km,ciclostrada,misto,7 %,204 m,15
5004,1869,Montelupo Fiorentino,https://www.piste-ciclabili.com/itinerari/1869-montelupo-fiorentino,11 km,ciclopedonale,terra,8 %,36 m,15
5005,345,Montelupo Fiorentino - Radda in Chianti,https://www.piste-ciclabili.com/itinerari/345-montelupo-fiorentino-radda-in-chianti,43 km,ciclopedonale,terra,11 %,370 m,15
5006,5599,Montemagno - Ricetro,https://www.piste-ciclabili.com/itinerari/5599-montemagno-ricetro,1 km,ciclostrada,asfalto,0 %,0 m,15
5007,6069,Montemagno: La via di Frascalino,https://www.piste-ciclabili.com/itinerari/6069-montemagno-la-via-di-frascalino,2 km,ciclostrada,asfalto,0 %,0 m,15
5008,3159,Montenero - Castellaccio - Nibbiaia - Gabbro (anello),https://www.piste-ciclabili.com/itinerari/3159-montenero-castellaccio-nibbiaia-gabbro-anello,57 km,strada,asfalto,28 %,321 m,15
5009,4353,Montepitoro - Miglianello,https://www.piste-ciclabili.com/itinerari/4353-montepitoro-miglianello,2 km,ciclopedonale,asfalto,22 %,113 m,15
5010,5380,Montereggio - Passo dei Casoni - Sella di San Genesio,https://www.piste-ciclabili.com/itinerari/5380-montereggio-passo-dei-casoni-sella-di-san-genesio,7 km,ciclostrada,misto,28 %,441 m,15
5011,3891,Montespertoli - San Quirico - La Botte,https://www.piste-ciclabili.com/itinerari/3891-montespertoli-san-quirico-la-botte,12 km,sentiero,misto,20 %,201 m,15
5012,3903,Montespertoli - Tresanti - Castelfiorentino,https://www.piste-ciclabili.com/itinerari/3903-montespertoli-tresanti-castelfiorentino,16 km,strada,misto,25 %,196 m,15
5013,1251,"Montevarchi - Incisa, sulle due rive dell'Arno",https://www.piste-ciclabili.com/itinerari/1251-montevarchi-incisa-sulle-due-rive-dellarno,31 km,ciclabile,ghiaia,5 %,20 m,15
5014,4405,Monti di Villa - Montefegatesi,https://www.piste-ciclabili.com/itinerari/4405-monti-di-villa-montefegatesi,4 km,sentiero,misto,28 %,203 m,15
5015,4320,Montigiano - Fibbialla,https://www.piste-ciclabili.com/itinerari/4320-montigiano-fibbialla,5 km,sentiero,misto,25 %,211 m,15
5016,4285,Montignoso - Castello Aghinolfi,https://www.piste-ciclabili.com/itinerari/4285-montignoso-castello-aghinolfi,3 km,strada,asfalto,26 %,168 m,15
5017,4286,Montignoso - Il Pasquilio,https://www.piste-ciclabili.com/itinerari/4286-montignoso-il-pasquilio,14 km,strada,asfalto,28 %,802 m,15
5018,5914,Montignoso - Massa,https://www.piste-ciclabili.com/itinerari/5914-montignoso-massa,6 km,ciclostrada,asfalto,5 %,20 m,15
5019,5211,Montignoso - Poveromo,https://www.piste-ciclabili.com/itinerari/5211-montignoso-poveromo,5 km,strada,asfalto,6 %,42 m,15
5020,4758,Montioni - Via della Marsiliana,https://www.piste-ciclabili.com/itinerari/4758-montioni-via-della-marsiliana,4 km,sentiero,terra,13 %,39 m,15
5021,4895,Mulazzo - Madonna del Monte,https://www.piste-ciclabili.com/itinerari/4895-mulazzo-madonna-del-monte,10 km,strada,asfalto,28 %,712 m,15
5022,4463,Mutigliano - Arsina - S.Concordio di Moriano - S.Lorenzo di Moriano,https://www.piste-ciclabili.com/itinerari/4463-mutigliano-arsina-sconcordio-di-moriano-slorenzo-di-moriano,8 km,strada,asfalto,27 %,125 m,15
5023,1010,Nave a Rovezzano - Firenze centro,https://www.piste-ciclabili.com/itinerari/1010-nave-a-rovezzano-firenze-centro,5 km,ciclopedonale,misto,1 %,11 m,15
5024,114,Neri (Cavriglia) - San Giovanni,https://www.piste-ciclabili.com/itinerari/114-neri-cavriglia-san-giovanni,4 km,sentiero,misto,25 %,140 m,15
5025,6158,Nocchi - Frascalino - Gombitelli,https://www.piste-ciclabili.com/itinerari/6158-nocchi-frascalino-gombitelli,4 km,sentiero,misto,0 %,0 m,15
5026,4322,Nozzano Castello - Massaciuccoli Porto,https://www.piste-ciclabili.com/itinerari/4322-nozzano-castello-massaciuccoli-porto,5 km,strada,asfalto,25 %,130 m,15
5027,4689,Nozzano Castello - Ponte San Pietro,https://www.piste-ciclabili.com/itinerari/4689-nozzano-castello-ponte-san-pietro,6 km,ciclostrada,asfalto,26 %,26 m,15
5028,2123,Nuova Ginestra Fiorentina - Montelupo,https://www.piste-ciclabili.com/itinerari/2123-nuova-ginestra-fiorentina-montelupo,6 km,ciclopedonale,misto,13 %,39 m,15
5029,100,Orbetello - giro della laguna di levante,https://www.piste-ciclabili.com/itinerari/100-orbetello-giro-della-laguna-di-levante,19 km,ciclopedonale,misto,2 %,14 m,15
5030,2588,Orbetello Scalo > Penisola (Le Miniere),https://www.piste-ciclabili.com/itinerari/2588-orbetello-scalo-penisola-le-miniere,7 km,ciclopedonale,asfalto,2 %,5 m,15
5031,2892,Orbetello scalo Monteti,https://www.piste-ciclabili.com/itinerari/2892-orbetello-scalo-monteti,42 km,ciclostrada,misto,28 %,418 m,15
5032,5042,Orbetello Supermercato,https://www.piste-ciclabili.com/itinerari/5042-orbetello-supermercato,1 km,ciclabile,asfalto,6 %,6 m,15
5033,2929,Orbetello: anello Arrambike,https://www.piste-ciclabili.com/itinerari/2929-orbetello-anello-arrambike,39 km,sentiero,misto,28 %,152 m,15
5034,2732,Orbetello: giro della fabbrica di esplosivi (dismessa),https://www.piste-ciclabili.com/itinerari/2732-orbetello-giro-della-fabbrica-di-esplosivi-dismessa,13 km,sentiero,terra,28 %,238 m,15
5035,2874,Orbetello: giro principesco,https://www.piste-ciclabili.com/itinerari/2874-orbetello-giro-principesco,44 km,sentiero,terra,24 %,166 m,15
5036,2741,Orbetello: Giro sull'Argentario,https://www.piste-ciclabili.com/itinerari/2741-orbetello-giro-sullargentario,36 km,sentiero,misto,25 %,570 m,15
5037,4319,Orbicciano - Piazzano - Fibbialla,https://www.piste-ciclabili.com/itinerari/4319-orbicciano-piazzano-fibbialla,6 km,strada,asfalto,27 %,240 m,15
5038,5311,Orentano - Galleno,https://www.piste-ciclabili.com/itinerari/5311-orentano-galleno,5 km,strada,asfalto,8 %,25 m,15
5039,5435,Orentano - Santa Maria a Monte,https://www.piste-ciclabili.com/itinerari/5435-orentano-santa-maria-a-monte,12 km,strada,asfalto,11 %,98 m,15
5040,5310,Orentano-Santa Maria a Monte,https://www.piste-ciclabili.com/itinerari/5310-orentano-santa-maria-a-monte,12 km,strada,asfalto,18 %,99 m,15
5041,4576,Ospedale della Versilia - Pietrasanta (escludendo l'Aurelia e la Sarzanese),https://www.piste-ciclabili.com/itinerari/4576-ospedale-della-versilia-pietrasanta-escludendo-laurelia-e-la-sarzanese,6 km,strada,asfalto,3 %,8 m,15
5042,4391,Osservatorio VIRGO,https://www.piste-ciclabili.com/itinerari/4391-osservatorio-virgo,8 km,sentiero,terra,1 %,4 m,15
5043,6136,Padule Camaiorese,https://www.piste-ciclabili.com/itinerari/6136-padule-camaiorese,6 km,ciclostrada,asfalto,0 %,0 m,15
5044,4856,Padule di Bientina: Oasi WWF,https://www.piste-ciclabili.com/itinerari/4856-padule-di-bientina-oasi-wwf,6 km,sentiero,misto,5 %,23 m,15
5045,2944,Padule di Fucecchio,https://www.piste-ciclabili.com/itinerari/2944-padule-di-fucecchio,10 km,ciclopedonale,misto,1 %,5 m,15
5046,4276,Padule di Fucecchio: giro allargato con partenza e arrivo a Pescia,https://www.piste-ciclabili.com/itinerari/4276-padule-di-fucecchio-giro-allargato-con-partenza-e-arrivo-a-pescia,55 km,ciclostrada,misto,25 %,50 m,15
5047,3777,Padule Di Fucecchio: giro Semplice,https://www.piste-ciclabili.com/itinerari/3777-padule-di-fucecchio-giro-semplice,8 km,ciclopedonale,terra,0 %,4 m,15
5048,4794,Padule di Massarosa: giro bonifica,https://www.piste-ciclabili.com/itinerari/4794-padule-di-massarosa-giro-bonifica,6 km,sentiero,terra,1 %,1 m,15
5049,4299,Padule pietrasantino: anello,https://www.piste-ciclabili.com/itinerari/4299-padule-pietrasantino-anello,14 km,ciclostrada,asfalto,10 %,14 m,15
5050,4735,Panicagliora - La Serra,https://www.piste-ciclabili.com/itinerari/4735-panicagliora-la-serra,4 km,sentiero,terra,28 %,146 m,15
5051,4639,Panicagliora- Prunetta,https://www.piste-ciclabili.com/itinerari/4639-panicagliora-prunetta,10 km,strada,asfalto,24 %,175 m,15
5052,254,Parco Naturale della Maremma,https://www.piste-ciclabili.com/itinerari/254-parco-naturale-della-maremma,13 km,ciclabile,asfalto,3 %,21 m,15
5053,3122,Parco San Rossore - Gombo,https://www.piste-ciclabili.com/itinerari/3122-parco-san-rossore-gombo,6 km,ciclopedonale,misto,2 %,14 m,15
5054,749,Parco termale di Montecatini Terme,https://www.piste-ciclabili.com/itinerari/749-parco-termale-di-montecatini-terme,2 km,ciclopedonale,asfalto,6 %,19 m,15
5055,4493,Parole d'Oro - Vorno,https://www.piste-ciclabili.com/itinerari/4493-parole-doro-vorno,5 km,sentiero,misto,22 %,190 m,15
5056,4599,Pascoso - Focchia - Garagliana - Foce di Bucino (anello),https://www.piste-ciclabili.com/itinerari/4599-pascoso-focchia-garagliana-foce-di-bucino-anello,12 km,ciclostrada,asfalto,28 %,368 m,15
5057,5918,Passeggiata su strade tranquille fra il Torrente Montignoso e il Lago di Porta (anello),https://www.piste-ciclabili.com/itinerari/5918-passeggiata-su-strade-tranquille-fra-il-torrente-montignoso-e-il-lago-di-porta-anello,4 km,ciclostrada,asfalto,3 %,23 m,15
5058,5726,Passo del Trebbio-Colle Troggio-Monte Battifolle-Croce a Veglia,https://www.piste-ciclabili.com/itinerari/5726-passo-del-trebbio-colle-troggio-monte-battifolle-croce-a-veglia,8 km,sentiero,terra,25 %,353 m,15
5059,5549,Passo delle Radici - Passo delle Forbici,https://www.piste-ciclabili.com/itinerari/5549-passo-delle-radici-passo-delle-forbici,8 km,sentiero,terra,26 %,120 m,15
5060,5557,Passo delle Radici: sentiero dal passo a San Pellegrino,https://www.piste-ciclabili.com/itinerari/5557-passo-delle-radici-sentiero-dal-passo-a-san-pellegrino,4 km,sentiero,terra,25 %,71 m,15
5061,5945,"Passo di Annibale - Foce a Giovo, Via Della Foce",https://www.piste-ciclabili.com/itinerari/5945-passo-di-annibale-foce-a-giovo-via-della-foce,2 km,sentiero,terra,10 %,133 m,15
5062,4443,Passo di Dante,https://www.piste-ciclabili.com/itinerari/4443-passo-di-dante,3 km,sentiero,misto,27 %,143 m,15
5063,1240,Peccioli: via Fila,https://www.piste-ciclabili.com/itinerari/1240-peccioli-via-fila,3 km,ciclabile,asfalto,2 %,10 m,15
5064,324,Percorso ludico Antichi mulini,https://www.piste-ciclabili.com/itinerari/324-percorso-ludico-antichi-mulini,5 km,ciclopedonale,terra,0 %,0 m,15
5065,1525,Percorso sul torrente Bagnolo,https://www.piste-ciclabili.com/itinerari/1525-percorso-sul-torrente-bagnolo,4 km,ciclopedonale,misto,3 %,18 m,15
5066,4597,Pescaglia - Monte Matanna,https://www.piste-ciclabili.com/itinerari/4597-pescaglia-monte-matanna,13 km,ciclostrada,asfalto,27 %,550 m,15
5067,3881,Pescia (centro) - Stazione FS,https://www.piste-ciclabili.com/itinerari/3881-pescia-centro-stazione-fs,2 km,ciclopedonale,asfalto,5 %,14 m,15
5068,750,Pescia - Chiesanuova - Anchione: Lungo il Pescia,https://www.piste-ciclabili.com/itinerari/750-pescia-chiesanuova-anchione-lungo-il-pescia,17 km,ciclopedonale,misto,5 %,44 m,15
5069,4881,Pescia - Chiesina (per Via di Campo),https://www.piste-ciclabili.com/itinerari/4881-pescia-chiesina-per-via-di-campo,8 km,strada,asfalto,5 %,48 m,15
5070,4239,Pescia - Collodi per Via della Fiaba,https://www.piste-ciclabili.com/itinerari/4239-pescia-collodi-per-via-della-fiaba,3 km,sentiero,misto,25 %,110 m,15
5071,4241,Pescia - Convento di Colleviti,https://www.piste-ciclabili.com/itinerari/4241-pescia-convento-di-colleviti,2 km,strada,asfalto,10 %,35 m,15
5072,4453,Pescia - Lucca (per strade poco frequentate),https://www.piste-ciclabili.com/itinerari/4453-pescia-lucca-per-strade-poco-frequentate,26 km,ciclostrada,misto,20 %,109 m,15
5073,4224,Pescia - Malocchio - Uzzano (anello),https://www.piste-ciclabili.com/itinerari/4224-pescia-malocchio-uzzano-anello,17 km,strada,asfalto,28 %,428 m,15
5074,4255,Pescia - Monte a Pescia,https://www.piste-ciclabili.com/itinerari/4255-pescia-monte-a-pescia,5 km,strada,asfalto,20 %,258 m,15
5075,4398,Pescia - Montecarlo,https://www.piste-ciclabili.com/itinerari/4398-pescia-montecarlo,5 km,strada,asfalto,13 %,132 m,15
5076,4344,Pescia - Pontito - Lanciole,https://www.piste-ciclabili.com/itinerari/4344-pescia-pontito-lanciole,37 km,strada,asfalto,27 %,670 m,15
5077,4312,Pescia - Santa Margherita,https://www.piste-ciclabili.com/itinerari/4312-pescia-santa-margherita,4 km,strada,asfalto,26 %,206 m,15
5078,4482,Pescia - Vellano - Macchino,https://www.piste-ciclabili.com/itinerari/4482-pescia-vellano-macchino,18 km,strada,asfalto,28 %,698 m,15
5079,4232,Pescia - Veneri - Collodi,https://www.piste-ciclabili.com/itinerari/4232-pescia-veneri-collodi,6 km,strada,asfalto,16 %,79 m,15
5080,4494,Pescia di Collodi e Padule di Fucecchio (Anello),https://www.piste-ciclabili.com/itinerari/4494-pescia-di-collodi-e-padule-di-fucecchio-anello,18 km,ciclostrada,misto,8 %,17 m,15
5081,4949,Pescia: la via Crucis di Colleviti,https://www.piste-ciclabili.com/itinerari/4949-pescia-la-via-crucis-di-colleviti,1 km,sentiero,misto,16 %,32 m,15
5082,5639,Pescia: Medicina - Santa Margherita,https://www.piste-ciclabili.com/itinerari/5639-pescia-medicina-santa-margherita,5 km,sentiero,misto,26 %,310 m,15
5083,4242,Pescia: Stazione Fs - Colleviti e ritorno,https://www.piste-ciclabili.com/itinerari/4242-pescia-stazione-fs-colleviti-e-ritorno,2 km,strada,asfalto,15 %,36 m,15
5084,5134,Pescia: Via di Campolasso,https://www.piste-ciclabili.com/itinerari/5134-pescia-via-di-campolasso,2 km,ciclostrada,asfalto,5 %,12 m,15
5085,5714,Petrognano - Duomo (Via Gelli),https://www.piste-ciclabili.com/itinerari/5714-petrognano-duomo-via-gelli,4 km,ciclostrada,misto,22 %,149 m,15
5086,5725,Petrognano - strada 'Villabasilica-Pizzorne',https://www.piste-ciclabili.com/itinerari/5725-petrognano-strada-villabasilica-pizzorne,6 km,sentiero,misto,28 %,488 m,15
5087,5014,Piancastagnaio - Abbadia S. Salvatore,https://www.piste-ciclabili.com/itinerari/5014-piancastagnaio-abbadia-s-salvatore,2 km,ciclopedonale,misto,20 %,22 m,15
5088,5466,Piano di Conca: Via del Canale,https://www.piste-ciclabili.com/itinerari/5466-piano-di-conca-via-del-canale,2 km,sentiero,terra,1 %,8 m,15
5089,4660,Pianosinatico - Rivoreta,https://www.piste-ciclabili.com/itinerari/4660-pianosinatico-rivoreta,3 km,ciclostrada,asfalto,26 %,120 m,15
5090,4321,Piazzale Zara - Mercato - Municipio,https://www.piste-ciclabili.com/itinerari/4321-piazzale-zara-mercato-municipio,3 km,ciclopedonale,asfalto,5 %,6 m,15
5091,4351,Piazzano: anello panoramico,https://www.piste-ciclabili.com/itinerari/4351-piazzano-anello-panoramico,6 km,strada,asfalto,25 %,145 m,15
5092,3287,Pienza e d'intorni (anello),https://www.piste-ciclabili.com/itinerari/3287-pienza-e-dintorni-anello,26 km,sentiero,misto,11 %,204 m,15
5093,4394,Pietrabona - Medicina - Bivio sentiero del Tamburino,https://www.piste-ciclabili.com/itinerari/4394-pietrabona-medicina-bivio-sentiero-del-tamburino,6 km,sentiero,misto,28 %,480 m,15
5094,616,Pietrasanta,https://www.piste-ciclabili.com/itinerari/616-pietrasanta,1 km,ciclabile,asfalto,5 %,3 m,15
5095,4411,Pietrasanta - Forte dei Marmi (per via secondaria),https://www.piste-ciclabili.com/itinerari/4411-pietrasanta-forte-dei-marmi-per-via-secondaria,4 km,strada,asfalto,0 %,5 m,15
5096,4333,Pietrasanta - Pontestazzemese,https://www.piste-ciclabili.com/itinerari/4333-pietrasanta-pontestazzemese,11 km,strada,asfalto,17 %,170 m,15
5097,4280,Pietrasanta - Strettoia - Cinquale,https://www.piste-ciclabili.com/itinerari/4280-pietrasanta-strettoia-cinquale,15 km,strada,asfalto,10 %,68 m,15
5098,4544,Pietrasanta - Tonfano,https://www.piste-ciclabili.com/itinerari/4544-pietrasanta-tonfano,4 km,strada,asfalto,3 %,10 m,15
5099,3104,Pietrasanta: ciclabile di Via Bernini,https://www.piste-ciclabili.com/itinerari/3104-pietrasanta-ciclabile-di-via-bernini,1 km,ciclopedonale,asfalto,1 %,2 m,15
